X-ZyXEL-AS-Log,2
X-ZyXEL-AS-DLog,2
X-Dsyh-Tracking-Did,1
X-Dsyh-Subscriber-Uid,7
X-Dsyh-Mailer,1
X-Dsyh-EBS,1
X-Dsyh-Delivery-Sid,1
X-Dsyh-Customer-Uid,1
X-Dsyh-Customer-Gid,1
X-Dsyh-Campaign-Uid,3
X-priority,1
X-TRID,2
X-CAID,7
X-CUID,1
X-AID,1
X-CAT,1
X-Conf,1
X-Media-Field-Id,1
X-Profile,1
X-UK,2
X-Render,1
X-Engine,1
X-Authenticated-Id,8
X-Spam_score,4
X-Spam_score_int,4
X-Spam_bar,1
X-Sonic-CAuth,1
X-Sonic-ID,1
X-Sonic-Spam-Details,1
X-Handlink-MailScanner-Information,1
X-MailScanner-ID,3
X-Handlink-MailScanner,1
X-Handlink-MailScanner-SpamScore,1
X-Handlink-MailScanner-From,1
MailScanner-NULL-Check,1
X-EMV-Platform,2
X-EMV-CampagneId,9
X-EMV-MemberId,3
X-HMDNSGroup-MailScanner-Information,1
X-HMDNSGroup-MailScanner-ID,4
X-HMDNSGroup-MailScanner,1
X-HMDNSGroup-MailScanner-SpamCheck,1
X-HMDNSGroup-MailScanner-From,2
X_CMAE_Category,2
X-CM-Score,1
X-Scanned-by,1
X-IncomingTopHeaderMarker,2
X-Android-Message-ID,1
X-Microsoft-Original-Message-ID,2
X-MS-Exchange-MessageSentRepresentingType,1
X-TMN,2
X-IncomingHeaderCount,2
X-MS-Exchange-SLBlob-MailProps,1
X-MS-Exchange-AntiSpam-MessageData,6
X-CTCH,5
X-Identifier,2
X-MS-Exchange-CrossPremises-OriginalClientIPAddress,1
X-MS-Exchange-CrossPremises-AuthSource,2
X-MS-Exchange-CrossPremises-AuthAs,1
X-MS-Exchange-CrossPremises-TransportTrafficType,1
X-MS-Exchange-CrossPremises-TransportTrafficSubType,1
X-MS-Exchange-CrossPremises-Antispam-ScanContext,1
X-MS-Exchange-CrossPremises-SCL,1
X-MS-Exchange-CrossPremises-Processed-By-Journaling,1
X-Clang-PortalId,1
X-Clang-BrandId,1
x-virtual-mta,3
X-PPP-Message-ID,34
X-PPP-Vhost,18
X-Iguazu-Qid,3
X-Sender-Ident-agJab5osgicCis,7
Authenticated-By,1
X-SpamFilter-By,1
X-Smtpapi,1
X-Messageid,1
X-Interia-R,1
X-Interia-R-IP,8
X-Interia-R-Helo,1
X-Interia-Antivirus,1
X-Original-Sender,8
X-EsetScannerBuild,2
X-Precedence,2
X-Loop,2
X-Spam-Bar,1
X-Mailgun-Track,1
X-Mailgun-Deliver-By,5
X-CMAE-Score,3
X-TurboSMTP-Tracking,3
X-UserIsAuth,1
X-Ovh-Tracer-Id,3
X-263anti-spam,1
X-MAIL-AUTO,1
X-ABS-CHECKED,2
X-SKE-CHECKED,2
X-ANTISPAM-LEVEL,1
X-RL-SENDER,2
X-FST-TO,2
X-SENDER-IP,2
X-LOGIN-NAME,2
X-UNIQUE-TAG,2
X-SENDER,2
X-DNS-TYPE,2
X-NetpionMsgID,22
x-ig-id,1
X-Auth-By,4
X-Return-Receiver,1
X-NTi-UFF-MailScanner-ID,6
X-NTi-UFF-MailScanner,1
X-NTi-UFF-MailScanner-From,1
Accreditor,1
X-Server,3
X-Subscriber,1
X-HDC-Scanned,1
X-Spam-Prev-Subject,2
X-Authinfo,3
Imaginings-Catholics,1
Residues-Blossomed-Console,1
Spawn-Protective,1
X-Test-Mailing,1
Liquidity-Buddy,1
